# source: OSM/Overpass, 2026-09-11, license ODbL
51.8878562	10.5586451	350	60	
51.8997817	9.5968182	60	70	
51.9022844	7.6381485	350		
51.9026842	7.6380830	165		
51.9042293	8.3584925		70	
51.9074689	9.8582981		50	
51.9089674	10.5482318	290	80	
51.9102405	10.5538484			
51.9113596	9.8509700		70	
51.9134444	8.3690544		70	
51.9150613	8.1604051		70	
51.9176610	7.5600518		80	
51.9192562	7.4824263		70	
51.9199707	7.4811392			
51.9202296	10.4161900	100	60	
51.9202332	10.4161235	100	60	
51.9202374	10.4160398	100	60	
51.9278810	10.5012837		120	
51.9292865	10.3356291		100	
51.9373800	9.2348284	40	70	
51.9396766	7.2412648	100	70	
51.9398594	7.4410606		70	
51.9398974	7.4429528		70	
51.9411260	11.4075825	255		
51.9412114	11.4067599	85		
51.9522276	7.2650347		60	
51.9525063	7.6190137	10		
51.9526703	6.9837203	200	70	
51.9530698	6.9834752	20	70	
51.9561106	8.5810636		60	
51.9561640	7.6312916			
51.9619725	9.6024236			
51.9639950	7.6470117			
51.9641687	8.2024552	290	50	
51.9656415	6.8939467	225	100	
51.9666753	6.3119167		50	
51.9677478	9.8083524		50	
51.9693979	8.4630031			
51.9714707	6.8973047	15	100	
51.9781595	8.6154599		100	Bielefelder Berg
51.9781985	8.6157352		100	Bielefelder Berg
51.9782128	8.6154662		100	Bielefelder Berg
51.9782316	8.6154696		100	Bielefelder Berg
51.9782543	8.6157422		100	Bielefelder Berg
51.9782884	8.6154770		100	Bielefelder Berg
51.9795911	8.5048517			
51.9803322	8.5040403		60	
51.9807382	7.1456357	320	70	
51.9808151	8.4666244	260	50	
51.9837344	9.4554464			
51.9869973	8.9986415	120	70	
51.9884840	9.1367539	55	50	
51.9959173	8.5978581	82	50	
51.9974833	8.6098443	130	70	
52.0045434	8.5594973			
52.0090079	7.1268737		50	
52.0104464	9.7912737		50	
52.0105149	8.5120788	70	80	
52.0105473	8.5121310	70	80	
52.0107251	8.5127593	240	80	
52.0107623	8.5128188	240	80	
52.0107698	8.5124910	200	80	
